N° Enr.,TENUESTOCK,ARCLEUNIK,DATECRE,CODEART,DESIGN,LIBART,CODEFAM,DEVISE,UNITE
9789,1,40578,06/24/2020,44076              ,ROUE TANGENTE AZIMUT POUR EMBASE AGELASTO DN100 - ALU - OAD NOIRE,ROUE TANGENTE AZIMUT          ,PSF,   ,UNI     
9790,1,40579,06/24/2020,44076.SCI          ,SCIAGE POUR REF 44076 ROUE TANGENTE AZIMUT POUR EMBASE AGELASTO DN100 - ALU - OAD NOIRE,SCIAGE POUR REF 44076         ,PSF,   ,UNI     
9791,1,40581,06/24/2020,03317.G            ,GRAVURE SUR CORPS RAC AR 100 DC110 BZE,CORPS RAC AR 100 DC110        ,PSF,   ,UNI     
9792,1,40582,06/24/2020,44284              ,"Lance ""Turbokador 750"" à débits réglables de 350-500-600-750 l/min à 6 bar + purge & jets réglables (écran, diff. attaque et jet droit). Entrée DSP 40. Aluminium anodisé-Protection poignée de manoeuvre noir français",LANCE TURBOKADOR 750 - DSP40  ,PF ,   ,UNI     
9793,1,40585,06/24/2020,44710              ,ROBINET DOSEUR SANS PROPORTIONNEUR POUR LANCE-MOUSSE MF 75L/MIN,ROB DOSEUR SS PROPORTIONNEUR  ,PF ,   ,UNI     
9794,1,40586,06/24/2020,18648              ,"RACCORD MACHINO MALE JAPONAIS / CHINOIS DN75 / DN80 A DOUILLE FILETÉE FEMELLE 2"" BSP - ALU - OAD","RAC MACHINO FM DN75 FF 2""     ",PF ,   ,UNI     
9795,2,40587,06/25/2020,32019.OADN         ,SOUS-TRAITANCE TRAITEMENT OAD NOIRE POUR REF 32019 BRIDE DE ROUE TANGENTE POUR LANCE MONITOR TELECOMMANDÉE DN200 - ALU - OAD NOIRE,OADN BRIDE DE ROUE TANGENTE   ,AST,   ,UNI     
9796,1,40588,06/25/2020,44705              ,CORPS CAVALIER POUR RACCORD KEYSER FEMELLE DN100 - ALU,CAVALIER RAC KEYSER FEM DN100 ,ACO,   ,UNI     
9797,1,40593,06/25/2020,44163              ,"UNITÉE TRACTABLE DE MOUSSE CUVE ""2X150"" AVEC AZIMUTOR - ENTRÉE MÂLE 4"" BSP / SORTIE FEMELLE 2""1/2 BSP",UNITE TRACTABLE MOUSSE 2X150  ,PF ,   ,UNI     
9798,1,40595,06/25/2020,44163.DSP65        ,"UNITÉE TRACTABLE DE MOUSSE CUVE ""2X150"" AVEC AZIMUTOR ET CANON AUTO ASPIRANT 2700L/MN - ENTRÉE RAC AR100 / SORTIE RAC DSP65",UNITE TRACTABLE MOUSSE 2X150  ,PF ,   ,UNI     
9799,1,40596,06/25/2020,44709              ,DIFFUSEUR DN 25-ENTREE FM 3/4 BSP,DIFFUSEUR DN 25-FM 3/4        ,PSF,   ,UNI     
9800,1,40597,06/25/2020,44699              ,STATION MOUSSE DN 40 - 100L - 200 L/MIN @ 7 BAR 15 M AVEC VISUALISATEUR ENTREE BRIDE DN50 GB569-1965 PERCAGES POUR LA FIXATION Ø17,STATION MOUSSE DN40-VISUALISAT,PF ,   ,UNI     
9801,1,40598,06/25/2020,44702              ,PROPORTIONNEUR 200L/MIN @7 BARS AVEC ENTRÉE BRIDE DN50 GB569-1965 POUR STATION MOUSSE DN40 - 100L - 200L/MIN @ 7 BAR - 15M AVEC VISUALISATEUR ENTREE BRIDE DN50 GB569-1965PERCAGES POUR LA FIXATION Ø17,PROPORTIONNEUR ENTREE BRIDE   ,PF ,   ,UNI     
9802,1,40599,06/25/2020,44704              ,BRIDE TOURNANTE DN50 GB569-1965 - POUR PROPORTIONNEUR 200 L/MIN @ 7 BAR POUR STATION MOUSSE - INOX,BRIDE DN50 GB569-1965         ,PSF,   ,UNI     
9803,1,40600,06/25/2020,44707              ,VISUALISATEUR POUR STATION MOUSSE,VISUALISATEUR STATION MOUSSE  ,PSF,   ,UNI     
9804,2,40605,06/26/2020,1001707            ,Bouteille de Gaz Carburation 13Kg. Consommable,Bouteille Gaz Carbu 13KG      ,ASE,   ,UNI     
9805,2,40606,06/26/2020,TAX004             ,Taxe TICPE Propane Carburation,Taxe TICPE Propane Carburation,TAX,   ,UNI     
9806,1,40611,06/26/2020,43479              ,DECOUPE CROCHET POTEAU DE RIA USINE - INOX 316L,DECOUPE CROCHET RIA USINE     ,PSF,   ,UNI     
9807,1,40612,06/26/2020,44318              ,DIFFUSEUR MANUEL AVEC GAINE DEBIT :500-1000-1500-2000ENTREE FF 2.5 NST-NH VERSION 2019,DIFF MANUEL AVEC GAINE        ,PF ,   ,UNI     
9808,2,40614,06/26/2020,13395.DECP         ,DECAPAGE TOURILLON POUR ROBINET LEGENDE 750 EN ALU 2017 A SELON PLAN A4-13395-B,DECAPAGE TOURILLON ROBINET    ,AST,   ,UNI     
9809,2,40616,06/26/2020,TC011065           ,"KIT D'EVALUATION  DC2374B.LTC4013 CHARGEUR DE BATTERIE, GESTION DE L'ALIMENTATION, CARTE D'EVALUATION.MARQUE : ANALOG DEVICESREF FABRICANT : DC2374B",KIT D'EVALUATION DC23774B     ,AFO,   ,UNI     
9810,1,40622,06/26/2020,29161.B75          ,"Canon eau mousse ""Power Foam"" bas foisonnement, auto aspirant de 4000 l/min. Entrée RACCORD STORZ B/75 . Aluminium anodisé. Livré avec flexible aspiration ",CANON U-C AUTO ASPI 4000 L/MN ,PF ,   ,UNI     
9811,1,40623,06/26/2020,16023.50.40SV      ,"Division ""Poket Wye"" avec poignée clé. 1xDSP DN50 à verrou / 2xDSP DN40 sans verrou. Aluminium + polyester jaune",DIV POKET WYE DSP50 2X DSP40SV,PF ,   ,UNI     
9812,1,40624,06/26/2020,05044.19235        ,TRANSFORMATION STORZ B75 -RAC MACHINO MALE DN65-ALU,TRANSF STORZ B/75-MACHINO 65 M,PF ,   ,UNI     
9813,1,40625,06/26/2020,09334.18647        ,TRANSFORMATION STORZ B75 -RAC MACHINO FEMELLE DN65-ALU,TRANSF STORZ B/75-MACHINO 65 F,PF ,   ,UNI     
9814,1,40626,06/26/2020,04623.04074        ,TRANSFORMATION RACCORD DSP DN40 A VERROU / RACCORD GUILLEMIN DN80 A VERROU - ALU,TRANSFO DSP40 /GUILLEMIN DN80 ,PSF,   ,UNI     
9815,2,40629,06/29/2020,17515.OAD          ,OAD SUR RACCORD D'ENTREE TOURNANT FM M30X1.50 PROPORTIONNEUR ULTRA-COURT POK17515-B,OAD RACCORD ENTREE TOURNANT   ,AST,   ,UNI     
9816,2,40630,06/29/2020,12840.OAD          ,SOUS-TRAITANCE TRAITEMENT OAD POUR REF 12840 TOURNANT SPHERIQUE Ø25 - ALU - OAD,TRAITEMENT OAD POUR REF 12840 ,AST,   ,UNI     
9817,1,40631,06/29/2020,12290.FF36X2       ,ROBINET ROBATFLAM DN20 ENTREE FILETEE FEMELLE 36X2 - ALU,ROB ROBATFLAM DN20 36X2       ,PSF,   ,UNI     
9818,1,40634,06/29/2020,ALAH30PL00000505   ,Plat Aluminium 5754 H111 3M DIMENSION 50 EP 5 BARRE 3M PRIX AU METRE,PLAT ALU 5754 H111 50X5       ,MAP,   ,M       
9819,1,40635,06/29/2020,VTH 12X70          ,VIS TETE HEXAGONALE M12X70 INOX A2 ISO 4017,VIS TH M12X70 INOX A2 ISO 4017,ACO,   ,UNI     
9820,1,40636,06/29/2020,VTH 12X80          ,VIS TETE HEXAGONALE M12X80 INOX A2 ISO 4017,VIS TH M12X80 INOX A2 ISO 4017,ACO,   ,UNI     
9821,1,40637,06/29/2020,10598.SCI          ,SCIAGE POUR REF 10598 TUBE DE SORTIE ROUGE POUR LANCE GENERATRICE DE MOUSSE 60 L/MIN - ALU,SCIAGE POUR REF 10598         ,PSF,   ,UNI     
9822,1,40638,06/29/2020,24775.SCI          ,SCIAGE POUR REF 24775 ECLATEUR POUR TUBE Ø40X3 POUR LANCE A MOUSSE BAS FOISONNEMENT 60 L/MIN - ALU,SCIAGE POUR REF 24775         ,PSF,   ,UNI     
9823,1,40640,06/29/2020,22901.R            ,LANCE DEBIKADOR ECO DEBITS 150-250-500 ENTREE DSP40AV -VERSION ROUGE-Protection poignée de manoeuvre rouge francais,LANCE DEBIKADOR ECO 500 ROUGE ,PF ,   ,UNI     
9824,1,40641,06/30/2020,43345              ,TUBE USINÉ POUR TUBE COUDÉ 20873 POUR BEC D'ENFUTAGE COUDÉ - ALU,TUBE USINÉ POUR TUBE 20873    ,PSF,   ,UNI     
9825,2,40648,06/30/2020,25015.SBGE.R3000   ,SOUS-TRAITANCE TRAITEMENT SABLAGE + PEINTURE ROUGE RAL 3000 POUR REF 25015 TÊTE MOUSSE BAS FOISONNEMENT MAGIKADOR SÉRIE 1000 - ALU - ROUGE,SABLAGE + PEINTURE RAL 3000   ,AST,   ,UNI     
9826,1,40649,06/30/2020,44713              ,"BOITE SYM GUILLEMIN DN100 ROUGE SANS VERROU FILETEE FEMELLE 4"" BSP - ALU",BOITE SYM GUIL DN100 FF4 ALU  ,PSF,   ,UNI     
9827,1,40650,06/30/2020,44714              ,"BOITE SYM GUILLEMIN DN100 ROUGE SANS VERROU FILETEE FEMELLE 4"" BSP + JOINT FOND FILET 4"" - ALU",BOITE SYM GUIL DN100 FF4 ALU  ,PSF,   ,UNI     
9828,1,40651,06/30/2020,16190.SCI          ,SCIAGE POUR REF 16190 BAGUE SERTISSAGE POUR TUYAUX DN 31 (Ø INT.31-LG 20) ALUMINIUM,SCIAGE POUR REF 16190         ,PSF,   ,UNI     
9829,1,40656,06/30/2020,41079.SCI          ,SCIAGE POUR CODE 41079 CORPS DE PURGE AUTOMATIQUE POUR MONITOR DN80 AVEC VANNE A BOISSEAU SPHERIQUE - INOX 904LARTICLE ARRETE CAR OBSOLETE,SCIAGE POUR REF 41079         ,PSF,   ,UNI     
9830,1,40658,06/30/2020,22947.ECH          ,PALIER DEVIDOIR RIA DN25-33 PA-30% FV NOIR SELON PLAN A3-22947-D,PALIER DEVIDOIR RIA DN25-33   ,ACO,   ,UNI     
9831,2,40660,07/01/2020,15625.SBGE.R3000   ,SOSU-TRAITANCE SABLAGE + PEINTURE ROUGE RAL 3000 SUR CODE 15625 CORPS TETE MOUSSE BF POUR LEGENDE 500 - ALU,SABLAGE + PEINTURE ROUGE      ,AST,   ,UNI     
9832,1,40661,07/01/2020,22901.R.J.R        ,LANCE DEBIKADOR ECO DEBITS 150-250-500 ENTREE DSP40AV - POIGNEE MANOEUVRE ROUGE-GAINE DE TETE JAUNE-POIGNEE PISTOLET ROUGE ,LANCE DEBIKADOR ECO 150-250-50,PF ,   ,UNI     
9833,2,40662,07/01/2020,44684.OADN         ,SOUS-TRAITANCE TRAITEMENT AOD NOIRE POUR REF 44684 VERROU POUR RACCORD AR DN 100 - ALU - OAD NOIRE,AODN VERROU RACCORD DN100     ,AST,   ,UNI     
9834,1,40663,07/01/2020,34880D             ,RIA TP DN33 - 20M DIFFUSEUR ALU/PLASTIQUE DESAUTEL,RIA DN33/20M DESAUTEL DIFF ALU,PF ,   ,UNI     
9835,2,40665,07/01/2020,44713.R3000        ,"SOUS-TRAITANCE PEINTURE ROUGE RAL 3000 POUR REF 44713 BOITE SYM GUILLEMIN DN100 ROUGE SANS VERROU FILETEE FEMELLE 4"" BSP - ALU",PEINTURE ROUGE POUR REF 44713 ,AST,   ,UNI     
9836,1,40667,07/01/2020,46024              ,"PRE DECOUPE LONGUEUR 0,5 M TUBE ROND 320X220  ALU 6082 T6",PRE DECOUPE TUBE ROND 320X220 ,ACO,   ,UNI     
9837,1,40668,07/01/2020,46096              ,COFFRET DE RANGEMENT DESAUTEL PLASTIQUE POUR DEVIDOIR REMORQUABLERéférence: DESAUTEL 1099130Dimensions Extérieures : L.680 x H.400 x P.480,COFFRE DE RANGEMENT DEVIDOIR  ,ACO,   ,UNI     
9838,1,40669,07/01/2020,ALAB30PL00002520   ,Plat Aluminium 6082 T6 3M dimensions 25 x 20 mmLONGUEUR 3 METRE,PLAT ALU 25X20                ,MAP,   ,M       
9839,2,40670,07/01/2020,32721.SBGE.R3000   ,"SOUS-TRAITANCE SABLAGE + PEINTURE ROUGE RAL 3000 POUR REF TREPIED ROUGE ENTREE MALE 4"" / SORTIE BRIDE 3"" ASA 150 - ACIER",SABLAGE + PEINTURE POUR 32721 ,AST,   ,UNI     
9840,2,40671,07/01/2020,44339.R3000        ,"SOUS-TRAITANCE PEINTURE POLYESTER ROUGE RAL 3000 POUR REF 44339 SOUS-ENSEMBLE POUR TETE MOUSSE BAS FOISONNEMENT SERIE 600 ET 750 POUR GAINES ""CYLINDRIQUES"" A ENVOYER EN PEINTURE",PEINTURE ROUGE RAL 3000       ,AST,   ,UNI     
9841,2,40674,07/02/2020,42109.SBGE.R3000   ,SOUS-TRAITANCE SABLAGE + PEINTURE ROUGE RAL 3000 POUR REF 42109 BRAS MALE SOUDE ROUGE POUR TROLLEY - ALU,SABLAGE + PEINTURE ROUGE      ,AST,   ,UNI     
9842,2,40708,07/02/2020,17028.OAD          ,"OAD SUR CODE 17028 - RACCORD FM 2,5"" NST-NH A DOUILLE CRANTEE DE Ø 70 - ALU POK 17028",TRAITEMENT OAD                ,AST,   ,UNI     
9843,1,40710,07/02/2020,CL BR 5X5X20       ,CLAVETTE BOUT ROND 5X5X20 ACIER INOXYDABLE  A4 DIN6885-A,CLAVETTE BR 5X5X20 INOX       ,ACO,   ,UNI     
9844,1,40711,07/02/2020,CL BR 6X6X25       ,CLAVETTE BOUT ROND 6X6X25 ACIER INOXYDABLE A4 DIN6885-A,CLAVETTE BR 6X6X25            ,ACO,   ,UNI     
9845,2,40712,07/02/2020,41117.ALU.OADN     ,TRAITEMENT OAD NOIRE SUR CODE 41117.ALU ACCROCHE BATTERIE - SYSTEME ACCROCHE MONTMIRAIL DC EN ALU 5754H111 PAS DE DEBALLAGEPIECE TOTALEMENT VISIBLE APRES MONTAGE - EMBALLAGE 1 SUR 2,TRAITEMENT OADN ACCROCHE BATTE,AST,   ,UNI     
9846,1,40714,07/02/2020,39873              ,ETIQUETTE DE TRACABILITE 33/20 DIFFUSEUR ALU/PLASTIQUE DESAUTEL,ETIQUETTE TRAC. 33/20 ALU DESA,ACO,   ,UNI     
9847,2,40718,07/02/2020,10825.OAD          ,"AOD LANCE D'INCENDIE ROBATFLAM DN20 TUYERE D'ENTREE TOURNANT FM 1"" BSPALU 6060-T5 POK 10825","OAD TUYERE ENTRE TOURN FM1""   ",AST,   ,UNI     
9848,1,40719,07/03/2020,44717              ,ROUE TANGENTE ET BIELLE MOTORISÉE SITE - MONTMIRAIL DC,ROUE TANGENTE/BIELLE SITE     ,PSF,   ,UNI     
9849,1,40720,07/03/2020,44718              ,CORPS ET ROUE TANGENTE AZIMUT - MONTMIRAIL DC,CORPS ET ROUE TANGENTE AZIMUT ,PSF,   ,UNI     
9850,2,40725,07/03/2020,1001714            ,Coffret métallique IP66 IK10. Dimensions : 600x400x250.,Coffret métallique IP66       ,INV,   ,UNI     
9851,2,40726,07/03/2020,1001715            ,Chassis 4X16 pour coffret metallique. Dimensions : 600x400x250.,Chassis 4X16                  ,INV,   ,UNI     
9852,2,40727,07/03/2020,1001716            ,Porte pour coffret metallique : Shéma isolant DIN A4. ,Porte coffret metallique      ,INV,   ,UNI     
9853,2,40728,07/03/2020,1001717            ,"Fixation murale zinc, spéciale pour coffret métallique. Lot de 4. ",Fixation murale zinc          ,INV,   ,UNI     
9854,2,40729,07/03/2020,1001718            ,Serrure à clé avec poignée cod.333 pour coffret metallique. ,Serrure à clé avec poignée    ,INV,   ,UNI     
9855,2,40730,07/03/2020,1001719            ,Disjoncteur C120N 4P 125A Courbe C. ,Disjoncteur C120N 4P 125A     ,INV,   ,UNI     
9856,2,40731,07/03/2020,1001720            ,"Différentiel VIGI C120 4P 300mA instantané, indice protéction : AC. ",Différentiel VIGI C120        ,INV,   ,UNI     
9857,2,40732,07/03/2020,1001721            ,Répartiteur étagé 4P 125A 4x12 trous. ,Répartiteur étagé             ,INV,   ,UNI     
9858,2,40733,07/03/2020,1001722            ,Disjoncteur IC60N 4P 63A Courbe C. ,Disjoncteur IC60N 4P 63A      ,INV,   ,UNI     
9859,2,40734,07/03/2020,1001723            ,obturateur module bande d'1 mètre. ,Obturateur                    ,INV,   ,UNI     
9860,2,40735,07/03/2020,1001724            ,"Différentiel VIGI IC60 4P 63A 300mA, indice protéction : AC. ",Différentiel VIGI IC60        ,INV,   ,UNI     
9861,2,40736,07/03/2020,1001725            ,Presse étoupe M32 gris en plastique. ,Presse étoupe M32             ,INV,   ,UNI     
9862,2,40737,07/03/2020,1001726            ,Contre écrou M32 pour presse étoupe M32.,Contre écrou M32              ,INV,   ,UNI     
9863,2,40738,07/03/2020,1001727            ,Contre écrou M25 pour presse étoupe M25.,Contre écrou M25              ,INV,   ,UNI     
9864,2,40739,07/03/2020,1001728            ,Presse étoupe en plastique M25 gris. ,Presse étoupe M25 gris        ,INV,   ,UNI     
9865,2,40740,07/03/2020,1001729            ,Cable U1000 R02v 5g16. Prix au mètre,Cable U1000 R02v 5g16         ,AOU,   ,M       
9866,2,40741,07/03/2020,1001730            ,Cable U1000 R02v 5g25. Prix au mètre,Cable U1000 R02v 5g25         ,AOU,   ,M       
9867,2,40742,07/03/2020,1001731            ,Coffret polyester. Dimensions 300x250x140 IP66. ,Coffret polyester             ,ASI,   ,UNI     
9868,2,40743,07/03/2020,1001732            ,Plaque de montage rainurée pour coffret polyester. Dimensions : 268 * 213 * 2.,Plaque de montage rainurée    ,ASI,   ,UNI     
9869,2,40744,07/03/2020,1001733            ,Serrure à clé T141 pour coffret polyester.,Serrure à clé                 ,ASI,   ,UNI     
9870,2,40746,07/03/2020,1001734            ,Lot de 4 supports. Fixation murale ZINC spéciale pour coffret polyester.,Fixation murale zinc          ,ASI,   ,UNI     
9871,1,40752,07/03/2020,37878.MPA          ,"REDRESSEUR DE JET FILETE MALE 2.5"" NST / FILETE FEMZLLE 2.5"" NST - AVEC MANOMETRE (BAR/MPA) - ALU - OAD Manométre MPA","REDRESSEUR JET FF/FM2.5"" NST  ",PF ,   ,UNI     
9872,1,40753,07/03/2020,26778.25213        ,RACCORD DN19+VANNE DN19,RACCORD DN19+VANNE DN19       ,PSF,   ,UNI     
9873,2,40757,07/03/2020,12399.SBGE.R3000   ,SOUS-TRAITANCE SABLAGE + PEINTURE ROUGE RAL 3000 SUR REF 12668 FONDERIE CORPS OUIE ROUGE POUR TETE MOUSSE 60 LPM - ALU,SABLAGE + PEINTURE ROUGE      ,AST,   ,UNI     
9874,2,40759,07/03/2020,1001736            ,"MACHINE BI-FONCTIONS CISAILLE GUILLOTINE HYDRAULIQUE 3000X6MM / PRESSE PLIEUSE HYDRAULIQUE 3000X100T AVEC CDE NUMERIQUE ESA 2 AXES.HAUTEUR DE CISAILLE : 750MMHAUTEUR DE TRAVAIL PRESSE : 1230MMHAUTEUR MACHINE : 2350MM1 BLOC PEDALE DE COMMANDE, ECLAIRAGE LED.COULEUR BLEUE CARAIBE / GRIS CLAIRMARQUE : DESCOMBES PRECIMECA",MACHINE BI-FONCTIONS CISAILLE/,INV,   ,UNI     
9875,2,40760,07/03/2020,1001737            ,GRAISSAGE AUTOMATIQUE PAR CENTRALE A HUILE POUR CISAILLE MACHINE BI-FONCTIONS DESCOMBES PRECIMECA. OUTILLAGE.,GRAISSAGE CISAILLE MACHINE BI ,INV,   ,UNI     
9876,2,40761,07/03/2020,1001738            ,RAPPORTEUR D'ANGLE CAPACITE 500 POUR CISAILLE MACHINE BI-FONCTIONS DESCOMBES PRECIMECA. OUTILLAGE.,RAPPORTEUR D'ANGLE MACHINE BI ,AOU,   ,UNI     
9877,2,40762,07/03/2020,1001739            ,SUPPORT DE TOLES FINES LG 3M POUR CISAILLE MACHINE BI-FONCTIONS DESCOMBES PRECIMECA. OUTILLAGE.,SUPPORT TOLES FINES MACHINE BI,INV,   ,UNI     
9878,2,40763,07/03/2020,1001740            ,MATRICE MULTIVES A 60° LG 835MM POUR PRESSE MACHINE BI-FONCTIONS DESCOMBES PRECIMECA. OUTILLAGE.,MATRICE MULTIVES A 60°CISAILLE,INV,   ,UNI     
9879,2,40764,07/03/2020,1001741            ,POINCON REF 1191 ES A 60° R 0.8 H115 MM LG 835MM POUR PRESSE MACHINE BI-FONCTIONS DESCOMBES PRECIMECA. ,POINCON REF 1272 PRESSE       ,AOU,   ,UNI     
9880,2,40765,07/03/2020,1001742            ,POINCON REF 1061 POUR PRESSE MACHINE BI-FONCTIONS DESCOMBES PRECIMECA. OUTILLAGE.,POINCON REF 1061 PRESSE       ,INV,   ,UNI     
9881,2,40766,07/03/2020,1001743            ,POINCON REF 1010 A 88° LG 835MM POUR PRESSE MACHINE BI-FONCTIONS DESCOMBES PRECIMECA. OUTILLAGE.,POINCON REF 1010 A 88° PRESSE ,INV,   ,UNI     
9882,2,40767,07/03/2020,1001754            ,GRAPHIC SUR COMMANDE NUMERIQUE POUR PRESSE MACHINE BI-FONCTIONS DESCOMBES PRECIMECA.,CAMERA PILZ MACHINE BI        ,AOU,   ,UNI     
9883,2,40771,07/06/2020,00036              ,INTERVENTION FORFAITAIRE POUR UN TECHNICIEN SAV A LA JOURNEE,INTERVENTION FORFAIT SAV SITE ,VSE,   ,UNI     
9884,1,40772,07/07/2020,44719              ,BUSE 21 L/MN @ 5.5 BARS - SNOW COAT 170 L/MN @ 5.5BAR,BUSE 21 L/MN                  ,PSF,   ,UNI     
9885,1,40773,07/07/2020,44722              ,ROTOR 170 L/MIN @ 5.5 BAR POUR SNOW COAT DN500 POLOGNE,ROTOR-170 L/MN SNOW COAT POL  ,PSF,   ,UNI     
9886,1,40774,07/07/2020,15014.SCI          ,SCIAGE POUR CODE 15014,SCIAGE POUR 15014             ,PSF,   ,UNI     
9887,1,40777,07/07/2020,28600.D25.GRUN     ,"""Lance """"Debikador 150"""" débits réglables de 20-50-100-150 l/min à 6 bar + jets réglables (écran, diff. attaque + jet droit). Entrée RAC STORZ D25 avec coude orientable. Aluminium anodiséCOULEUR : VERTE AUF/ZU """,LANCE DEBIKADOR 150 STORZ D25 ,PF ,   ,UNI     
9888,2,40778,07/07/2020,31341.OADN         ,OAD NOIRE  SUR CODE 31341 - BIELLE - Lance à poudre CRI-CRI - ALU 5754 H111 PAS DE DEBALLAGEPIECE VISIBLE - EMBALLAGE 1 SUR 2,TRAITEMENT OADN               ,AST,   ,UNI     
9889,2,40782,07/07/2020,07934.SBGE.R3000   ,SABLAGE + PEINTURE POLYESTER ROUGE RAL 3000 SUR CODE 07934 A CLOCHE CREPINE DN65 A CLAPET - AS7G,SABLAGE + PEINTURE RAL 3000   ,AST,   ,UNI     
9890,2,40783,07/07/2020,18237.SBGE.R3000   ,"SOUS-TRAITANCE SABLAGE + PEINTURE ROUGE RAL3000 POUR REF 18237 CANON SOUDE POUR CANON EAU-MOUSSE 800 L/MIN, 1000 L/MIN ET 1500 L/MIN - ALU - ROUGE",SABLAGE + PEINTURE RAL3000    ,AST,   ,UNI     
9891,2,40784,07/07/2020,43048.FO.SBGE.R3000,SOUS-TRAITANCE SABLAGE + PEINTURE ROUGE RAL 3000 SUR REF 43048.FO FONDERIE CORPS DE ROBINET POUR LANCE LEGENDE 500 - ALU - BRUT SANS PEINTURE,SABLAGE + PEINTURE ROUGE      ,AST,   ,UNI     
9892,2,40785,07/07/2020,23474.OADN         ,"OAD NOIRE SUR PROPORTIONNEUR ""AROUND THE PUMP PLAQUE"" ALU AG3 POK A4-23474-1-B",TRAITEMENT OADN               ,AST,   ,UNI     
9893,1,40788,07/08/2020,23480.SCI          ,SCIAGE POUR CODE 23480,SCIAGE POUR 23480             ,PSF,   ,UNI     
9894,1,40791,07/08/2020,07022.SCI          ,"SCIAGE POUR REF 07022 BAGUE DOUBLE FF1""1/2 - ALU",SCIAGE POUR REF 07022         ,PSF,   ,UNI     
9895,1,40792,07/08/2020,PLPA20RP00000035   ,BARRE RONDE EN TEFLON Ø35 LONGUEUR 2M,BARRE TEFLON Ø35 LG 2M        ,MAP,   ,M       
9896,1,40793,07/08/2020,ACCF60RC00003525   ,TUBE ROND Ø35XØ25 LONGEUR 6M ACIER TU 37B,TUBE ACIER Ø35XØ25 LG.6M      ,MAP,   ,M       
9897,2,40794,07/08/2020,15014.OAD          ,"TRAITEMENT OAD SUR MININDUCTOR BAGUE FF 1""1/2 POUR ECROU TOURNANT 1""1/2 ALU 6005 A T5 POK 15014",TRAITEMENT OAD                ,AST,   ,UNI     
9898,2,40795,07/08/2020,15013.OAD          ,TRAITEMENT OAD MININDUCTOR BAGUE PORTE CONVERGENT ALU 6005 A T5 POK 15013,TRAITEMENT OAD                ,AST,   ,UNI     
9899,2,40796,07/08/2020,20031.OAD          ,"TRAITEMENT OAD SUR TRANSFORMATION FM1,5""BSP/FF1,5""NST ALU 6005 T5 POK 20031",TRAITEMENT OAD                ,AST,   ,UNI     
9900,2,40798,07/08/2020,1001755            ,PORTES OUTILS INTERMEDIAIRE A SERRAGE RAPIDE POUR PRESSE MACHINE BI-FONCTIONS DESCOMBES PRECIMECA. OUTILLAGE.,PORTES OUTILS INTERM. MACHINE ,INV,   ,UNI     
9901,2,40799,07/08/2020,1001744            ,"MACHINE PRESSE HORIZONTALE HYDROIL BM20-350 MODELE 2003 DIMENSION TABLE : 1 305 x 550 / HAUTEUR PLAN TRAVAIL : 8502 CHOIX VITESSE DE MOUVEMENT DE GLISSIERE.PRECISION BUTEES HYDRAULIQUES : 0,05MM SUR POSTES PRESSES ET 0,2° SUR PLATEAUX TOURNANTS.PRESSION ET DEBIT : 10,5L./MM - H.P. 270 BAR - B.P. 90 BAR.3 MODES DE COMMANDES.MARQUE : DESCOMBES PRECIMECA",MACHINE PRESSE HORIZ. BM20-350,INV,   ,UNI     
9902,2,40800,07/08/2020,1001745            ,POIGNEE UNIVERSELLE POUR PRESSE HORIZONTALE BM20-350 MODELE 2003 DESCOMBES PRECIMECA. OUTILLAGE.,POIGNEE UNI. PRESSE HORIZ.    ,INV,   ,UNI     
9903,2,40801,07/08/2020,1001746            ,POINCON REF 07813 FORME EN ACIER TREMPE 58/60 HRC POUR PRESSE HORIZONTALE BM20-350 MODELE 2003 DESCOMBES PRECIMECA. OUTILLAGE.,POINCON REF 07813 PRESSE HORIZ,INV,   ,UNI     
9904,2,40802,07/08/2020,1001747            ,POINCON REF 07057 FORME EN ACIER TREMPE 58/60 HRC PRESSE HORIZONTALE BM20-350 MODELE 2003 DESCOMBES PRECIMECA. OUTILLAGE.,POINCON REF 07057 PRESSE HORIZ,INV,   ,UNI     
9905,2,40803,07/08/2020,1001748            ,POIGNEE REF 00761 POUR PRESSE HORIZONTALE BM20-350 MODELE 2003 DESCOMBES PRECIMECA. OUTILLAGE.,POIGNEE REF 00761 PRESSE HORIZ,INV,   ,UNI     
9906,2,40804,07/08/2020,1001749            ,KIT FIXATION POUR PRESSE HORIZONTALE BM20-350 MODELE 2003 DESCOMBES PRECIMECA. OUTILLAGE.,KIT FIXATION PRESSE HORIZONTAL,INV,   ,UNI     
9907,2,40805,07/08/2020,1001750            ,BASE REF 1203000 COMPRENANT 1 CHAISE D'APPUI DU VE FEMELLE AVEC VISSERIE + 1 VE MALE TYPE DOUBLE AVEC VISSERIE POUR PRESSE HORIZONTALE BM20-350 MODELE 2003 DESCOMBES PRECIMECA. OUTILLAGE.,CHAISE SUPPORT PRESSE HORIZONT,INV,   ,UNI     
9908,2,40806,07/08/2020,1001751            ,BASE REF 1203000 COMPRENANT 1 CHAISE D'APPUI DU VE FEMELLE AVEC VISSERIE + 1 VE MALE TYPE DOUBLE AVEC VISSERIE POUR PRESSE HORIZONTALE BM20-350 MODELE 2003 DESCOMBES PRECIMECA. OUTILLAGE.,BASE REF 1203000 PRESSE HORIZ.,INV,   ,UNI     
